shop_id,shop_name,category,address,longitude,latitude,tel,rating,cost,business_area,type
728,云不知小院川菜(宽窄巷子店),中餐厅,浣花北路2号2楼,104.03754,30.667132,19381929299,4.6,88.00,白果邻里,餐饮服务;中餐厅;中餐厅
729,饕然.民间川菜(茶店子店),四川菜(川菜),茶店子南街7号附2号,104.026396,30.696778,17311368776,4.6,61.00,茶店子,餐饮服务;中餐厅;四川菜(川菜)
730,写庭·鱼鲜川菜(铁像寺水街店),综合酒楼,天府一街808号,104.050577,30.56065,028-83316986,4.7,149.00,四川天府新区成都直管区,餐饮服务;中餐厅;综合酒楼
731,尽膳·鱼鲜川菜·宴会(锦城大道店),综合酒楼,锦城大道959号(锦城大道地铁站B口步行390米),104.054236,30.575014,028-85939797;028-86039797,4.6,251.00,石羊场,餐饮服务;中餐厅;四川菜(川菜)|餐饮服务;中餐厅;综合酒楼
732,骆老妈蹄花.正宗川菜(雄飞中心店),中餐厅,暑袜北二街69号(熊猫邮局旁),104.076677,30.660453,18081090248,4.6,41.00,春熙路,餐饮服务;中餐厅;中餐厅
733,Silverpot·银锅现代川菜(悠方店),中餐厅,交子大道300号悠方IPC写字楼M6座5层532号,104.058972,30.583422,028-65777598;13678134397,4.6,619.00,金融城央双地铁全业态商业街区,餐饮服务;中餐厅;中餐厅
734,熹旺.渔鲜川菜(鸡毛店升级品牌),中餐厅,紫薇东路7678号(神仙树地铁站F出口东南200米),104.049436,30.611118,15184355322,4.6,55.00,紫荆,餐饮服务;中餐厅;中餐厅
735,悦百味·品质川菜(西宸天街店),四川菜(川菜),花照壁西顺街348号西宸天街二楼,104.033147,30.698177,15388215361,4.6,105.00,营门口,餐饮服务;中餐厅;四川菜(川菜)
736,全聚苑融合川菜炭火烧烤,综合酒楼,成都市高新区吉泰一街升华路108号1栋1层112-115号,104.066772,30.549424,15528153253,4.6,95.00,大源商圈,餐饮服务;中餐厅;综合酒楼
737,鸡毛店·川菜(李家沱店),四川菜(川菜),二环路北四段9号高车一路汇融名城D区,104.095955,30.691129,18121866618,4.7,63.00,驷马桥,餐饮服务;中餐厅;四川菜(川菜)
738,大蓉和(光华店),餐饮相关,光华村街66-附23号(东坡路地铁站C口步行410米),104.008771,30.664613,17882118819,4.7,92.00,青羊大道,餐饮服务;餐饮相关场所;餐饮相关
739,炊太婆老妈蹄花·老牌川菜(春熙路总店),四川菜(川菜),中新街34号,104.076089,30.656993,13340606477,4.5,30.00,东大街,餐饮服务;中餐厅;四川菜(川菜)
740,印象李庄凤亭·品质川菜(保利店),中餐厅,领事馆路7号保利中心南塔3楼,104.069712,30.624548,028-84444545;17313221607,4.6,78.00,跳伞塔,餐饮服务;中餐厅;中餐厅
741,大厨小味·民间川菜(蜀汉羊犀店),中餐厅,蜀汉路353号附1号(羊犀立交地铁站C口步行60米),104.011949,30.695217,028-61110089;18190893973;19382169089,4.6,64.00,茶店子,餐饮服务;中餐厅;中餐厅
742,游血旺(安仁古镇老店),四川菜(川菜),迎宾路二段314-320号,103.619077,30.506054,13018238963,4.5,48.00,安仁古镇,餐饮服务;中餐厅;火锅店|餐饮服务;中餐厅;四川菜(川菜)
743,悦百味·品质川菜(银泰in99店),四川菜(川菜),in99银泰中心7楼,104.0695,30.58542,19138981359,4.6,94.00,交子商圈,餐饮服务;中餐厅;四川菜(川菜)
744,天府悦·臻选川菜(摩方店),四川菜(川菜),交子大道500号摩方购物中心3层,104.052879,30.583107,028-83667577;028-83667588,4.7,296.00,石羊场,餐饮服务;中餐厅;四川菜(川菜)
745,青城·四季鲜休闲农家乐,四川菜(川菜),玉堂街道永胜社区3组133号,103.620034,30.934565,028-60960953;13648005001,4.6,68.00,[],餐饮服务;中餐厅;四川菜(川菜)
746,炊太婆老妈蹄花·老牌川菜(天府广场店),四川菜(川菜),东御街55号海发商厦,104.069426,30.656772,18349311778,4.6,48.00,顺城大街,餐饮服务;中餐厅;四川菜(川菜)
747,二宝公馆·鱼鲜川菜餐厅(宽窄店),四川菜(川菜),栅子街28号,104.054643,30.667067,028-60732288;13438272854,4.6,98.00,长顺街,餐饮服务;中餐厅;四川菜(川菜)
748,晶泽竹菴文化院子(宽窄巷子店),餐饮相关,三道街50号(地铁17号线西大街站F2出口步行500米),104.054372,30.67296,13551066877,4.6,248.00,长顺街,餐饮服务;餐饮相关场所;餐饮相关
749,宋·川菜(成都太古里店),四川菜(川菜),中纱帽街8号成都太古里23栋整栋,104.08406,30.65326,18828053945,4.6,193.00,春熙路,餐饮服务;中餐厅;四川菜(川菜)
750,许家菜·蟹轩(成都双子塔店),海鲜酒楼,天府大道北段966号天府金融国际中心北塔11号楼4层,104.06508,30.582851,028-86266918;15283791223,4.7,220.00,交子商圈,餐饮服务;中餐厅;海鲜酒楼
751,云不知•1912川菜(金仙桥店),餐饮相关,金仙桥路12号附6号居意酒店5楼,104.054158,30.677483,13696263232;18108033062,4.6,112.00,新华西路,餐饮服务;餐饮相关场所;餐饮相关
752,拾香记品质川菜·生态活鲜(凡米里店),中餐厅,万兴路477号1F35AB室金隅·凡米里(希尔顿欢鹏酒店旁),103.995197,30.620708,028-85005653;17302801368,4.7,69.00,武侯万达,餐饮服务;中餐厅;中餐厅
753,回水镇·江湖川菜(宽窄巷子西安北路店),四川菜(川菜),西安北路95号一楼(三洞桥旁),104.047936,30.67181,028-81669788,4.6,65.00,永陵路,餐饮服务;中餐厅;四川菜(川菜)
754,庄子村·流香川菜(成都鹏程大厦店),四川菜(川菜),三友路158号鹏程大厦1层,104.091386,30.683672,028-83331508,4.7,71.00,[],餐饮服务;中餐厅;四川菜(川菜)
755,三缺一·成都味川菜(春熙路店),四川菜(川菜),纯阳观街1-41号1-2层,104.079206,30.660402,028-87764321;17882921720,4.6,105.00,梓潼,餐饮服务;中餐厅;四川菜(川菜)
756,里院传家菜·小庭院川菜,四川菜(川菜),十二中街4号(新南门地铁站A口步行450米),104.079659,30.642136,028-85440249;13060015339,4.6,87.00,小天竺,餐饮服务;中餐厅;四川菜(川菜)
757,王婆婆老妈蹄花.川菜馆 (太古里二店),餐饮相关,东糠市街17号,104.082972,30.651935,028-62526211;17502822010,4.4,58.00,大慈寺,餐饮服务;餐饮相关场所;餐饮相关
758,菇菇宴梧桐川菜馆·宴会(南湖公园店),四川菜(川菜),府河路一段236号,104.056578,30.498764,028-85961676;19113531249;19113534149;19182067395;19828316998,4.7,154.00,四川天府新区成都直管区,餐饮服务;中餐厅;四川菜(川菜)
759,蓉庭食府.匠心川菜.精品家宴.商务宴请,中餐厅,提督街1号B栋1层林恩国际酒店5、6层,104.075472,30.660502,19308208770,4.6,97.00,太升路,餐饮服务;中餐厅;中餐厅
760,饕然·民间川菜(天府二街店),四川菜(川菜),天府二街1316号,104.034325,30.551375,19308007719,4.7,51.00,四川天府新区成都直管区,餐饮服务;中餐厅;四川菜(川菜)
761,饕然.民间川菜(龙泉店),四川菜(川菜),龙泉街道北泉路439、411号,104.247991,30.568775,19141223689,4.6,60.00,龙泉,餐饮服务;中餐厅;四川菜(川菜)
762,蓉城李庄·宜宾川菜·非遗白肉(王府井店),餐饮相关,永立星城都2栋101,104.099421,30.689467,028-83267199,4.7,74.00,驷马桥,餐饮服务;餐饮相关场所;餐饮相关
763,回水镇·江湖川菜(汇锦城店),四川菜(川菜),盛华北路189号1层附1号,104.053177,30.557158,028-61817788,4.6,71.00,天府新区,餐饮服务;中餐厅;四川菜(川菜)
764,蓉和炉意院子川菜(蜀都万达店),四川菜(川菜),郫筒街道凉水井东路199号2楼3楼,103.910434,30.802882,19138925875,4.7,72.00,郫筒,餐饮服务;中餐厅;四川菜(川菜)
765,百姓百味民间拿手川菜(锦门店),四川菜(川菜),承顺街17号,104.131536,30.779571,028-83663311;028-83663377;18280234877,4.6,74.00,三河,餐饮服务;中餐厅;四川菜(川菜)
766,蓉城李庄·宜宾川菜·非遗白肉(新都店),综合酒楼,凌波西路732-738号(缤纷翠微湖旁),104.166523,30.796297,028-86652227;028-86653339,4.7,58.00,[],餐饮服务;中餐厅;综合酒楼
767,双流林皓老妈兔头·江湖川菜·烧烤大排档(大丰黑金好店),海鲜酒楼,詹家湾路达令港55号附2号,104.067366,30.764067,15982311090,4.7,73.00,大丰,餐饮服务;中餐厅;海鲜酒楼
768,李豆汤川菜饭庄,中餐厅,下东大街328号东方时代商城附近,104.084855,30.648975,028-62505655;028-86315225;18011500316,4.6,57.00,春熙路,餐饮服务;中餐厅;中餐厅
769,和锦花园·新川菜,四川菜(川菜),龙泉街道公园路一段258号附73号,104.286018,30.566918,028-84863888;028-84883666,4.7,88.00,龙泉,餐饮服务;中餐厅;四川菜(川菜)
770,缘起缘庭院川菜(中坝店),四川菜(川菜),三路238号2栋附1033号1034号1042号.1043号1044号1045号,103.966209,30.674188,19008199872,4.7,93.00,黄田坝,餐饮服务;中餐厅;四川菜(川菜)
771,回水镇·江湖川菜(双楠鹭岛店),四川菜(川菜),置信路57号附66-70号(雍麻府楼下),104.013964,30.646986,028-65222588,4.6,69.00,双楠,餐饮服务;中餐厅;四川菜(川菜)
772,有云·鹿洄天府1911中国川菜体验中心,四川菜(川菜),有云-1911中国川菜体验中心,104.118238,30.413916,[],4.7,586.00,四川天府新区成都直管区,餐饮服务;中餐厅;四川菜(川菜)
773,随和画眉餐厅(Upark公园店),中餐厅,成都高新区富华北路666号2栋附215号,104.038939,30.555195,028-85938536,4.6,167.00,天府新区,餐饮服务;中餐厅;中餐厅
774,海未海鲜餐厅川菜粤点(白家店),综合酒楼,成白路98号,104.020025,30.564025,028-85885977,4.7,161.00,四川天府新区成都直管区,餐饮服务;中餐厅;海鲜酒楼|餐饮服务;中餐厅;综合酒楼
775,炊太婆老妈蹄花·老牌川菜(锦里店),四川菜(川菜),武侯祠大街113号附12号,104.052572,30.645865,13666280718,4.6,51.00,耍都,餐饮服务;中餐厅;四川菜(川菜)
776,晶泽雅厨·鱼鲜川菜(草堂店),四川菜(川菜),青华路59号1楼妇女干部学校(地铁13号线光华村站G口),104.022185,30.661388,028-62656258;13438490849,4.6,107.00,光华,餐饮服务;中餐厅;四川菜(川菜)
777,炊太婆老妈蹄花·老牌川菜(总店),四川菜(川菜),银海中心商场(梁家巷地铁站B2口步行390米),104.086171,30.680006,13088041876,4.6,42.00,梁家巷,餐饮服务;中餐厅;四川菜(川菜)
778,钟太婆川菜老妈蹄花(浣花溪公园店),四川菜(川菜),青华路10号附18号,104.033792,30.662778,13408599603,4.5,42.00,草堂,餐饮服务;中餐厅;四川菜(川菜)
779,有红鸡毛店·川菜(金沙遗址店),四川菜(川菜),双清南路7号附1号,104.017568,30.674784,028-87700966;19950263735,4.7,55.00,金沙,餐饮服务;中餐厅;四川菜(川菜)
780,南堂馆·新川菜(IFS国金店),中餐厅,IFS,104.081941,30.655686,028-87779955,4.7,274.00,大慈寺,餐饮服务;中餐厅;中餐厅
781,大厨小味·民间川菜(西体店),四川菜(川菜),西体路2号西体奥林花园,104.056785,30.679754,028-62068623;18081990284,4.6,55.00,新华西路,餐饮服务;中餐厅;四川菜(川菜)
782,大厨小味·民间川菜(玉林东福大厦店),四川菜(川菜),玉林北路3号东福大厦,104.058734,30.632372,028-83386155;19980789101,4.6,61.00,玉林,餐饮服务;中餐厅;四川菜(川菜)
783,沈老四红烧兔总店,中餐厅,红牌楼北街23号汇茗苑,104.036665,30.633473,19934525810,4.7,66.00,肖家河,餐饮服务;中餐厅;中餐厅
784,锦拈家宴·融合川菜(驷马桥黑金冠好店),四川菜(川菜),西林二街48号,104.099706,30.699077,028-61388816;18181904423,4.7,55.00,驷马桥,餐饮服务;中餐厅;四川菜(川菜)
785,大厨小味·民间川菜(468店),四川菜(川菜),航天立交桥三环外红豆树街359号人居·锦尚春天B区,104.140638,30.60871,028-86660119;19960395778,4.7,60.00,成龙路,餐饮服务;中餐厅;四川菜(川菜)
786,饕然.民间川菜(梁家巷店),四川菜(川菜),泰宏路9号1栋1楼,104.087614,30.683842,19141326889,4.6,54.00,梁家巷,餐饮服务;中餐厅;四川菜(川菜)
787,舌尖上的鸭脑壳·江湖川菜(中海国际店),中餐厅,高新区交子大道553号,104.048241,30.581483,028-85333085,4.6,66.00,石羊场,餐饮服务;中餐厅;中餐厅
788,炊太婆老妈蹄花·老牌川菜(宽窄巷子店),四川菜(川菜),永陵路9号附11-12号,104.045844,30.673596,18628369985,4.5,42.00,永陵路,餐饮服务;中餐厅;四川菜(川菜)
789,檀馨苑创新川菜(交子大道店),四川菜(川菜),交子大道360号(交子大道地铁站D口步行210米),104.052337,30.582953,028-85287778;18161228798,4.6,89.00,石羊场,餐饮服务;中餐厅;四川菜(川菜)
790,老方桌烂蹄花·川味馆子(成都总店),四川菜(川菜),人民南路四段17-附9号-13号,104.06806,30.62524,028-60734595,4.5,44.00,跳伞塔,餐饮服务;中餐厅;四川菜(川菜)
791,有红鸡毛店·川菜(华阳店),中餐厅,华阳街道协和下街230号,104.043409,30.514715,028-83132330;18190770738,4.7,53.00,四川天府新区成都直管区,餐饮服务;中餐厅;中餐厅
792,晶泽雅厨·鱼鲜川菜(川大店),四川菜(川菜),"南台路8号二楼(地铁3号线,13号线新南门站地出口步行600米)",104.07384,30.642883,028-83338886;15328013020,4.6,106.00,小天竺,餐饮服务;中餐厅;四川菜(川菜)
793,厨和传家菜(水乡茗居西区店),中餐厅,成宏路25号附14-16,104.177083,30.694016,028-81681988;18381303624,4.6,76.00,龙潭寺,餐饮服务;中餐厅;中餐厅
794,回水镇·江湖川菜(温江国色天乡店),四川菜(川菜),天乡路二段888号14栋,103.822082,30.716297,028-82765988,4.6,78.00,万春,餐饮服务;中餐厅;四川菜(川菜)
795,蓉城李庄·宜宾川菜(三河场店),四川菜(川菜),绕城大道南二段海峡茶城对面巷岸3号楼,104.147383,30.783062,028-81133668;028-83983959,4.7,66.00,三河,餐饮服务;中餐厅;四川菜(川菜)
796,尽膳·鱼鲜川菜(宽窄巷子景区店),海鲜酒楼,窄巷子4号(近长顺上街),104.054744,30.662912,028-86263535,4.4,218.00,长顺街,餐饮服务;中餐厅;四川菜(川菜)|餐饮服务;中餐厅;海鲜酒楼
797,蓉城李庄•宜宾川菜•非遗白肉,四川菜(川菜),万兴路475号(一楼),103.995561,30.620934,028-85442211;18161187091,4.7,67.00,保利花园,餐饮服务;中餐厅;四川菜(川菜)
798,南院·新派川菜(北辰·南湖香麓店),四川菜(川菜),美岸路二段与钟灵路交叉口西180米,104.044621,30.488346,19308032534,4.7,210.00,天府新区,餐饮服务;中餐厅;四川菜(川菜)
799,晶泽雅厨(广邻坊店),中餐厅,怡心街道顺心路281号2层F2005F2008-1,104.027365,30.494692,028-89161718;18384246980,4.7,87.00,四川天府新区成都直管区,餐饮服务;中餐厅;中餐厅
800,九天银杏妙厨新川菜·花园餐厅,中餐厅,迎晖路222号,104.121425,30.636079,028-85858877,4.6,129.00,五桂桥,餐饮服务;中餐厅;中餐厅
801,炊太婆老妈蹄花•老牌川菜(文殊院店),四川菜(川菜),人民中路三段1号附4号(文殊院地铁站H口步行60米),104.068912,30.672303,17723896565,4.5,50.00,人民中路,餐饮服务;中餐厅;四川菜(川菜)
802,回水镇·江湖川菜(凤溪河店),四川菜(川菜),南江路476号2栋1层1号,103.846214,30.684676,028-82759188,4.6,65.00,凤溪大道,餐饮服务;中餐厅;四川菜(川菜)
803,非常粥道.品质川菜(鱼凫店),特色/地方风味餐厅,鱼凫路355号1-2层,103.832635,30.708611,028-82727156;18084823022,4.7,80.00,柳城,餐饮服务;中餐厅;特色/地方风味餐厅
804,玥然宴·艺创新川菜商务宴生日宴(中和店),中餐厅,高新区朝阳路520号合生广场6层,104.10086,30.563357,028-82271888,4.7,125.00,中和,餐饮服务;中餐厅;中餐厅
805,清真.牛比得.地道川菜,四川菜(川菜),槐树街51号附8号(国家税务总局成都市税务局东门旁),104.052079,30.670032,028-85226278;18000552362,4.6,77.00,长顺街,餐饮服务;中餐厅;四川菜(川菜)
806,百年神厨·地道川菜(都江堰店),中餐厅,泰和巷46号(观景苑底商),103.632388,30.987687,028-87282727,4.6,49.00,江安路,餐饮服务;中餐厅;中餐厅
807,隐庐·古法川菜(高新店),餐饮相关,盛兴街57号隐庐酒店1层,104.050714,30.561538,028-65777137;17828189475,4.6,275.00,四川天府新区成都直管区,餐饮服务;餐饮相关场所;餐饮相关
808,回水镇·江湖川菜(青白江店),四川菜(川菜),学苑路大夫村10组10号(鑫朋康复医院对面),104.275961,30.874345,028-83601288,4.6,74.00,大弯,餐饮服务;中餐厅;四川菜(川菜)
809,悠翠·川菜小馆(科华路店),珠宝首饰工艺品,桂溪路三瓦窑街362号2-1,104.081172,30.605466,028-86922899,4.6,77.00,桂溪,购物服务;专卖店;珠宝首饰工艺品
810,大蓉和(锦江店),中餐厅,锦江大道368号创意山商业中心3层,104.145502,30.60338,028-86650969;028-86670929,4.6,85.00,成龙路,餐饮服务;中餐厅;中餐厅
811,施嬢嬢九斗碗·川菜家宴馆·棋牌,四川菜(川菜),皇花园路25号(5号线皇花园站B2出口),104.059343,30.751037,19382296791,4.6,43.00,大丰,餐饮服务;中餐厅;四川菜(川菜)
812,印象泰和园(龙湖蜀新天街店),四川菜(川菜),蜀新大道龙湖蜀新天街A馆5楼-19-20号,103.903173,30.790451,028-87882839;028-87888509,4.6,68.00,郫筒,餐饮服务;中餐厅;四川菜(川菜)
813,大厨小味·民间川菜(滨江和城店),四川菜(川菜),海伦天麓三四区南门西200米,104.086521,30.489486,028-89518777;17381958625,4.6,62.00,天府新区,餐饮服务;中餐厅;四川菜(川菜)
814,九谷·兴川菜(大丰店),综合酒楼,华美东街186(大丰地铁站D口步行440米),104.067225,30.767775,028-87719199,4.7,80.00,大丰,餐饮服务;中餐厅;综合酒楼
815,鸡毛店•川菜(温江杨柳西路店),四川菜(川菜),柳河西路中段10-12号,103.828453,30.689159,18190780888,4.7,64.00,凤溪大道,餐饮服务;中餐厅;四川菜(川菜)
816,非常粥道•品质川菜(海天店),综合酒楼,永兴路143号,103.851784,30.683962,028-82775566,4.6,66.00,凤溪大道,餐饮服务;中餐厅;四川菜(川菜)|餐饮服务;中餐厅;综合酒楼
817,而绘空中花园·川味西餐(春熙路10年老店),体育休闲服务场所,总府路15号9层L09001号王府井影院9层,104.079096,30.65824,17313212759,4.5,89.00,春熙路,体育休闲服务;体育休闲服务场所;体育休闲服务场所
818,回水镇·江湖川菜(新都泥巴坨店),中餐厅,三河街道育英路南段734号736号738号740号,104.170283,30.782579,028-83991588,4.6,71.00,[],餐饮服务;中餐厅;中餐厅
819,王刚水煮鱼(置信逸都花园天乐苑店),购物相关场所,云影路2号附9号,104.018748,30.646575,13689011191,4.7,77.00,双楠,购物服务;购物相关场所;购物相关场所
820,霖蓉汇·融合川菜,四川菜(川菜),武侯大道顺江段3号迈空间国际中心F2层,104.002915,30.631896,028-85550585;18161299549,4.6,76.00,[],餐饮服务;中餐厅;四川菜(川菜)
821,鸡毛店·川菜(牛市口店),四川菜(川菜),水碾河路10号1栋1层1号,104.10536,30.64526,13608192948,4.5,60.00,双桥子,餐饮服务;中餐厅;四川菜(川菜)
822,鑫宽合川菜·家宴·商务·聚会(成飞大道),四川菜(川菜),黄田坝经一路5号,103.964838,30.691182,028-68338778;19828521751,4.6,59.00,黄田坝,餐饮服务;中餐厅;四川菜(川菜)
823,郭鸡肉 · 非遗餐厅(安仁古镇店),中餐厅,迎宾路二段598号,103.62595,30.503483,028-88204318;13882008972,4.6,67.00,安仁古镇,餐饮服务;中餐厅;中餐厅
824,云不知•1912川菜(太升南路店),中餐厅,梓潼街37号(太升南路地铁站C口步行390米),104.075384,30.667063,18123381045,4.6,151.00,太升路,餐饮服务;中餐厅;中餐厅
825,盐饌·盐帮川菜(桐梓林店),中餐厅,紫薇东路62号(神仙树地铁站200米),104.050151,30.611087,028-83331338;17358693220,4.5,79.00,紫荆,餐饮服务;中餐厅;中餐厅
826,禾杏酒楼·川菜·宴会,四川菜(川菜),桂蕊街53号,104.059504,30.774039,028-83911888;18080979498,4.6,113.00,大丰,餐饮服务;中餐厅;综合酒楼|餐饮服务;中餐厅;四川菜(川菜)
827,回水镇·江湖川菜(万象城店),四川菜(川菜),万象城B馆4楼B馆尽头BC馆连廊处,104.116272,30.648677,028-83331257,4.5,77.00,万年场,餐饮服务;中餐厅;四川菜(川菜)
828,苏帮主三样菜·江湖川菜(高新店),中餐厅,梓州大道4507号,104.082116,30.531181,028-83351088;13008179609,4.6,59.00,四川天府新区成都直管区,餐饮服务;中餐厅;中餐厅
829,鸡毛店·川菜(双流广场店),四川菜(川菜),藏卫路南二段257号怡家酒店旁,103.918622,30.560626,19982188599,4.6,57.00,四川天府新区成都直管区,餐饮服务;中餐厅;四川菜(川菜)
830,狮子楼-精品火锅-川菜酒楼(天顺路店),四川菜(川菜),天顺路2号(金融城北地铁站C口步行100米),104.07125,30.589298,028-86690999,4.6,291.00,天府长城,餐饮服务;中餐厅;四川菜(川菜)
831,锦烩缘鸡毛店川菜(中和店),四川菜(川菜),观东三街899号10幢2层25号,104.087646,30.528686,13668233671,4.6,61.00,四川天府新区,餐饮服务;中餐厅;四川菜(川菜)
832,鸡毛店•川菜(天府红购物中心店),四川菜(川菜),东御街18号天府红购物中心F7层,104.066615,30.655987,18583232838,4.5,64.00,春熙路,餐饮服务;中餐厅;四川菜(川菜)
833,民间粮仓.川菜馆(全国总店),四川菜(川菜),东大街上东大街6号1栋春南商场2楼,104.076014,30.654005,13730716201,4.6,80.00,东大街,餐饮服务;中餐厅;四川菜(川菜)
834,大厨小味·民间川菜(友谊路店),四川菜(川菜),友谊路121-131号,104.182472,30.656833,028-83181788;17612817925,4.6,65.00,[],餐饮服务;中餐厅;四川菜(川菜)
835,回水镇·江湖川菜(英国小镇店),四川菜(川菜),文光路80号一楼(英国小镇玫瑰园对面),103.963083,30.689651,028-81667988,4.6,72.00,黄田坝,餐饮服务;中餐厅;四川菜(川菜)
836,蜀上肴(净居寺路店),中餐厅,净居寺路22号(绿野天城)二层1-5号,104.107732,30.621566,[],4.6,51.00,净居寺,餐饮服务;中餐厅;中餐厅
837,超级姜胖胖韩式自助烤肉(环球中心),餐饮相关,天府大道北段1700号环球购物中心E5门负一层B1c26,104.064752,30.571208,028-61683223,4.6,67.00,交子商圈,餐饮服务;餐饮相关场所;餐饮相关
838,南北征赞·野核桃东北烤肉(环球中心店),中餐厅,天府大道北段1753号,104.064368,30.570494,18845798941,4.4,102.00,交子商圈,餐饮服务;中餐厅;中餐厅
839,韩坊韩国料理(成都锦城万达广场店),韩国料理,锦城大道666号锦城万达广场4层4015号,104.063544,30.57635,028-87058586,4.5,73.00,交子商圈,餐饮服务;外国餐厅;韩国料理
840,Fashi发拾烧烤.牛肉串(招商大魔方店),中餐厅,高新区天府大道北段1777号招商大魔方花园城附1046号,104.070729,30.57329,028-85092880;18584876494,4.5,92.00,交子商圈,餐饮服务;中餐厅;中餐厅
841,久藏·横膈膜烧肉(环球中心店),餐饮相关,天府大道北段1700号环球中心4F层,104.064725,30.568297,028-85322088,4.4,131.00,交子商圈,餐饮服务;餐饮相关场所;餐饮相关
842,崇涛.和牛烧肉店,日本料理,天府大道北段1777号A馆6004号,104.070922,30.574093,028-83166836,4.5,287.00,交子商圈,餐饮服务;外国餐厅;日本料理
843,炙景台烧肉居酒屋(成都大魔方招商花园城店),日本料理,高新区天府大道北段1777号招商大魔方6楼L6026-6027,104.071284,30.573957,15882080198;18284577158,4.3,79.00,交子商圈,餐饮服务;外国餐厅;日本料理
844,韩叨叨首尔自助烤肉(锦城万达店),韩国料理,锦城大道666号万达广场4F4019号,104.062976,30.576706,028-60707280;15902892932,4.3,62.00,交子商圈,餐饮服务;外国餐厅;韩国料理
845,柳真真云贵山岭烤肉(环球中心),中餐厅,石羊街道天府大道北段1700号环球中心B馆4楼A06铺位,104.064793,30.567419,15216828211,4.5,88.00,交子商圈,餐饮服务;中餐厅;中餐厅
846,双子大阪烧肉X关西寿喜烧(SKP店),日本料理,天府大道北段2001号成都SKP F1层,104.071275,30.568875,15208401320,4.4,286.00,交子商圈,餐饮服务;外国餐厅;日本料理
847,聚缘火焰山西昌火盆烧烤(成都高新科技孵化园9号园区店),特色/地方风味餐厅,天府大道北段1480号4栋1层孵化园食堂楼下,104.060212,30.572917,13212212122;13602169069,4.3,81.00,交子商圈,餐饮服务;中餐厅;特色/地方风味餐厅
848,米啦星际城海鲜·烤肉火锅自助·电玩(环球中心店),海鲜酒楼,天府大道北段1780号B馆负一楼,104.064625,30.567125,[],4.6,99.00,交子商圈,餐饮服务;中餐厅;海鲜酒楼
849,小贵腹鲜肉烧烤(华商店),特色/地方风味餐厅,益州东二路22号(金融城地铁站B口步行250米),104.06313,30.580614,13880314475;19381986329,4.6,90.00,石羊场,餐饮服务;中餐厅;特色/地方风味餐厅
850,刘记原味烧烤(金融岛店),中餐厅,环岛路1288号2栋一层附106-109,104.075536,30.572452,18010542969,4.5,78.00,交子商圈,餐饮服务;中餐厅;中餐厅
851,炎鳥日式烧鸟(招商大魔方店),日本料理,天府大道北段1777号招商玺荟2栋2层附212号,104.071775,30.575475,17711040068,4.3,87.00,交子商圈,餐饮服务;外国餐厅;日本料理
852,300杯·和牛烧肉店(中国华商金融中心店),餐饮相关,交子大道33号华商金融中心4-402(金融城地铁站B口步行60米),104.063125,30.581125,028-60650590;17208263731,4.6,340.00,交子商圈,餐饮服务;餐饮相关场所;餐饮相关
853,MUSE·烧烤·酒场,餐饮相关,交子大道33号中国华商金融中心南门VIP客梯5层504室(新荣记对面),104.063253,30.580825,17381962338,4.5,207.00,金融城央双地铁全业态商业街区,餐饮服务;餐饮相关场所;餐饮相关
854,老马家资格烤羊肉(成都大魔方招商花园城店),清真菜馆,天府大道北段1777号-1层6号,104.072677,30.575104,18298506375,4.3,78.00,交子商圈,餐饮服务;中餐厅;清真菜馆
855,武士的牛·和牛烧肉料理(银泰in99店),中餐厅,天府大道北段1199号L3层314号,104.069328,30.585049,19141323160,4.7,515.00,交子商圈,餐饮服务;中餐厅;中餐厅
856,he‘s何师烧烤(交子大道店),特色/地方风味餐厅,交子大道417号中海华府天地1层,104.051839,30.581541,18161209704;19308200951,4.7,78.00,石羊场,餐饮服务;中餐厅;特色/地方风味餐厅
857,饷起烧肉(中海·华府天地店),中餐厅,交子大道417号,104.052548,30.581242,19102665696,4.7,80.00,石羊场,餐饮服务;中餐厅;中餐厅
858,周丹丹原味烧烤(银泰中心in99店),综合酒楼,天府大道1199号成都银泰中心in99L8层,104.070364,30.584819,028-83183428;17602819836,4.6,108.00,交子商圈,餐饮服务;中餐厅;综合酒楼
859,炎鸟日式烧鸟(金融岛店),餐饮相关,环岛路1288号湾流锦宫旁扶梯上二楼,104.075625,30.572775,17373796547,4.4,109.00,交子商圈,餐饮服务;餐饮相关场所;餐饮相关
860,清真古老风味新疆烤羊肉串(中航店),综合酒楼,交子南二路13-1号清真古老风味新疆烤羊肉串,104.062091,30.578002,[],4.0,110.00,石羊场,餐饮服务;中餐厅;清真菜馆|餐饮服务;中餐厅;综合酒楼
861,姐的烤肉·炭火烧肉(悠方购物中心店),特色/地方风味餐厅,交子大道300号悠方购物中心L5层525B、L526号,104.057957,30.58344,028-61527992,4.5,99.00,金融城央双地铁全业态商业街区,餐饮服务;中餐厅;特色/地方风味餐厅
862,焱铁烧(成都银泰中心in99店),日本料理,天府大道1199号银泰中心7层720铺,104.068974,30.584773,028-85332202,4.5,267.00,交子商圈,餐饮服务;外国餐厅;日本料理
863,金夜烧烤(交子大道总店),餐饮相关,高新区交子大道419号,104.051793,30.581591,19054071203;19108197698,4.6,48.00,石羊场,餐饮服务;餐饮相关场所;餐饮相关
