spot_id,spot_name,spot_level,poi_category,address,longitude,latitude,rating,ticket_price_min,opening_hours_json,description,travel_tips,cultural_context,avg_visit_hours,area_tag
544,天仁南街小游园,-,风景名胜,天仁南街353号(火车南站地铁站H5口步行170米),104.06974,30.599484,4.0,0,"{""open"":""全天""}",风景名胜;公园广场;公园,街头小游园，免费开放，适合路过歇脚或短时休憩，游玩15-30分钟即可。无门票，注意保持环境卫生。,城市微更新口袋公园，利用街角空间打造，体现成都精细化城市管理和'推窗见绿'的宜居生活导向。,0.5,武侯区
545,芙蓉岛公园一号馆,-,风景名胜,熊家桥路55号芙蓉岛公园内(北侧),104.084401,30.556849,4.1,0,"{""open"":""全天""}",风景名胜;公园广场;公园,芙蓉岛公园内场馆，免费开放。建议先了解场馆展览或活动安排，游览时长约1小时，周末人较多可错峰前往。,芙蓉岛公园是成都锦江生态带重要节点，一号馆常设文化展示，以芙蓉文化为特色，呼应成都'蓉城'别称。,1.0,武侯区
546,桂溪安全文化公园,-,风景名胜,桂溪街道昆华路919-10号附近,104.030023,30.554142,4.1,0,"{""open"":""全天""}",风景名胜;公园广场;公园,主题安全文化公园，免费开放。适合亲子家庭游玩学习，游览1-2小时。设有安全体验设施，请按指引操作。,以安全生产和应急避险教育为主题的特色公园，将防灾知识融入景观，体现成都对公共安全文化的创新普及。,1.0,武侯区
547,锦城公园-香堤雅境,-,风景名胜,益州大道北段1666号锦城公园内(东侧),104.056025,30.571229,4.2,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,锦城公园景观节点，免费开放。建议傍晚游览，光线柔和适合拍照，沿湖漫步约1小时，注意湖边安全。,'香堤雅境'取自诗意堤岸与雅致景境，是锦城绿道川西林盘与城市湿地结合的典范，展现天府文化意境。,2.0,武侯区
548,赛道公园,-,风景名胜,府城大道西段与万象南路交叉口东160米,104.052066,30.587804,4.0,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放式公园，适合跑步骑行，建议清晨或傍晚运动1-2小时。园内有运动设施，注意运动前热身。,以运动健康为主题的绿道公园，体现成都'赛事名城'建设与全民健身理念，融合体育休闲与生态景观。,1.5,武侯区
549,沙河公园(萃锦东路),-,风景名胜,观音桥街74号-附12号,104.10833,30.616618,4.1,0,"{""open"":""全天""}",风景名胜;公园广场;公园,沙河沿线带状公园，免费开放。建议春秋季散步或骑行，游览1小时左右。沿河步道部分路段较窄，注意礼让行人。,沙河是成都重要河流生态廊道，经综合整治后成为市民亲水休闲带，见证成都水环境治理与生态修复成果。,1.5,锦江区
550,江安河公园,-,风景名胜,滨河路与光电大道交叉口南40米,104.005706,30.537057,4.0,0,"{""open"":""全天""}",风景名胜;公园广场;公园,双流区滨河公园，免费开放。建议傍晚沿江安河散步1-2小时，夏季蚊虫多注意防护。部分区域可搭帐篷野餐。,依托江安河自然水系打造的生态公园，体现双流区'空港+生态'发展特色，是成都近郊亲水休闲好去处。,2.0,双流区
551,I-PARK新加坡数创公园,-,商务住宅,和泰一街168号,104.08381,30.515563,3.8,0,"{""open"":""9:00"",""close"":""18:00""}",商务住宅;产业园区;产业园区,,,0.5,双流区
552,阳光草坡休闲区,-,风景名胜,锦悦西路56号锦城公园(东南角),104.053685,30.568576,4.2,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,开放草坪休闲区，免费进入。适合春秋野餐、放风筝，建议自带地垫和防晒用品。周末人多，注意爱护草坪。,利用城市绿地缓坡打造的自然休闲空间，体现成都人热爱户外阳光的生活方式，是公园城市'可进入可参与'理念的实践。,1.0,武侯区
553,桂溪生态公园西区-中央草坪,-,风景名胜,桂溪生态公园西区,104.062755,30.562984,4.3,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,桂溪生态公园西区中央大草坪，免费开放。适合周末野餐、亲子活动，建议上午10点前或下午4点后前往，避开正午烈日。,桂溪生态公园是成都天府绿道核心节点，中央草坪为市民提供开阔活动空间，体现公园城市'绿色会客厅'功能。,1.5,武侯区
554,口袋公园,-,风景名胜,泰和二街与成汉北路交叉口东60米,104.055007,30.600455,4.0,0,"{""open"":""全天""}",风景名胜;公园广场;公园,小型口袋公园，免费开放，适合短暂休憩或顺路游览，15-30分钟即可。无专门停车场，建议绿色出行。,城市边角地改造的微型绿地，体现成都'金角银边'空间利用策略，为高密度城区增添绿意与活力。,0.5,武侯区
555,白鹭湾湿地公园-桃花林,-,风景名胜,江家立交与G4202成都绕城高速交叉口南440米,104.117385,30.56399,4.2,0,"{""open"":""全天""}",风景名胜;风景名胜;风景名胜,白鹭湾湿地公园内桃花林，春季3-4月最佳观赏期，免费开放。建议穿舒适步行鞋，游览1-2小时，勿折花枝。,白鹭湾是成都重要湿地保护区，桃花林春季盛开时形成粉色景观带，融合生态保育与赏花文化，展现成都公园城市生态美学。,2.5,锦江区
556,彩蝶游园,-,风景名胜,晨辉东路89号(琉璃场地铁站C口步行160米),104.101576,30.60677,4.0,0,"{""open"":""全天""}",风景名胜;公园广场;公园,社区小游园，免费开放，适合周边居民晨练或傍晚散步，游览20-40分钟。设施较简单，注意儿童安全。,以彩蝶为主题的社区绿地，小而精致，体现成都老旧院落周边环境微治理成果，是'花重锦官城'的社区缩影。,1.0,锦江区
557,in the PARK Regular,-,购物服务,成都高新区天府二街777号大源中央公园(西北角),104.047975,30.550175,3.9,0,"{""open"":""10:00"",""close"":""22:00""}",购物服务;购物相关场所;购物相关场所,时尚买手店/集合空间，营业时间约11:00-21:00（以实际为准）。适合下午逛店拍照，无门票，消费自愿。,位于武侯区的潮流文化空间，融合零售与生活方式，体现成都年轻时尚的消费文化，是城市商业新业态的代表。,1.5,武侯区
558,桂溪生态公园-绿友家,-,风景名胜,桂溪生态公园内(西侧),104.060516,30.560718,4.3,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,全天开放，免费入园。建议春秋季清晨或傍晚游览2小时，可骑行绿道。周末人多，注意防晒补水。,桂溪生态公园是成都城南大型城市绿肺，以‘生态+体育’为特色，‘绿友家’为其中一处综合服务驿站，体现公园城市理念。,1.0,武侯区
559,中和湿地公园-森林段,-,风景名胜,朝阳横街北50米中和湿地公园内(东侧),104.10557,30.566145,4.2,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,免费开放，全天可游。建议上午或黄昏前往，游览1.5小时。湿地蚊虫多，备好驱蚊液，穿舒适步行鞋。,中和湿地公园是锦江绿道重要节点，森林段以原生态林带和湿地水系为主，展现成都‘水润天府’的生态修复成果。,2.0,双流区
560,橡树林滨河公园,-,风景名胜,橡树林路166号(三官堂地铁站B口步行480米),104.091095,30.62341,4.1,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放，全天可游。建议傍晚散步1小时，沿河步道适合慢跑。周边餐饮便利，注意河岸安全，雨天路滑。,橡树林滨河公园位于锦江畔，因种植成排橡树得名，是周边居民日常休憩的滨水绿地，体现成都人闲适生活态度。,1.5,锦江区
561,夜游锦江(江滩公园码头),-,风景名胜,梓州大道206号,104.083563,30.553528,4.2,0,"{""open"":""全天""}",风景名胜;风景名胜;风景名胜,夜游需购船票，约100元/人，建议提前预约。最佳游览时间为19:30-21:30，全程约40分钟。节假日人多，提前到场。,夜游锦江是成都特色水上文旅项目，江滩公园码头为重要登船点，乘船可赏两岸灯光秀，再现古锦江商贸繁华意象。,2.0,武侯区
562,云华谷公园(建设中),-,风景名胜,吉庆一路与吉华路交叉口南80米,104.058971,30.548555,4.0,0,"{""open"":""全天""}",风景名胜;公园广场;公园,目前建设中，暂未开放，请勿前往。可关注官方公告，预计建成后免费开放，适合未来周末踏青。,云华谷公园为成都城南新建城市公园，定位生态景观与休闲融合，建成后将进一步丰富武侯区公共绿地体系。,2.0,武侯区
563,栏杆堰滨河公园,-,风景名胜,盛兴街万科公园5号旁,104.041276,30.56096,4.1,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放，全天可游。建议清晨或傍晚散步1小时，河岸步道平缓，适合老人小孩。夏季注意防蚊。,栏杆堰滨河公园沿栏杆堰水渠而建，是典型的社区滨水公园，承载周边居民日常休闲，体现成都水网与城市生活融合。,1.5,武侯区
564,劼人公园,-,风景名胜,劼人路与菱窠路交叉口(狮子山地铁站A1口步行190米),104.123538,30.617165,4.2,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放，全天可游。建议游览1-2小时，可参观李劼人故居（周一闭馆）。公园内绿荫多，适合春秋野餐。,劼人公园为纪念成都著名作家李劼人而建，其故居‘菱窠’位于园内，是了解成都近代文学与市井文化的重要场所。,1.5,锦江区
565,蓝湾森林,-,风景名胜,华阳街道利通路黄金海岸旁,104.065084,30.523676,4.0,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放，全天可游。建议白天游览2小时，森林步道遮阴好，适合夏季避暑。注意林区防火，勿吸烟。,蓝湾森林位于双流区，以大面积森林和滨水景观为特色，是成都近郊‘天然氧吧’，体现城市与自然共生理念。,2.5,双流区
566,磨子桥小游园,-,风景名胜,科华巷与一环路南二段辅路交叉口东南40米,104.075563,30.633322,4.0,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费小游园，全天开放，建议游览30分钟。位于闹市区，适合路过歇脚，无专门停车场，建议公共交通前往。,磨子桥小游园是成都‘口袋公园’代表，利用城市边角地改建，为周边居民提供微空间休憩，体现城市精细化更新。,0.5,武侯区
567,老成都民俗公园(人民南路四段),-,风景名胜,二环路南二段214-216号附近,104.066831,30.619993,4.1,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放，全天可游。建议游览1小时，适合对老成都文化感兴趣者。位于立交桥下，注意交通安全。,老成都民俗公园以浮雕、雕塑展示成都老街道、市井生活与民俗文化，是了解成都历史记忆的露天博物馆。,1.0,武侯区
568,枇杷园,-,商务住宅,玉林西街2号,104.060334,30.6279,3.8,0,"{""open"":""全天""}",商务住宅;住宅区;住宅小区,,,0.5,武侯区
569,日光草坪,-,风景名胜,成都高新区天府二街777号大源中央公园内(北侧),104.049232,30.550201,4.2,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,免费开放，全天可游。建议晴朗天气下午游览1-2小时，适合野餐、放风筝。无遮阴，夏季注意防晒。,日光草坪为城市开放绿地，以大草坪为核心，是成都人享受阳光、户外休闲的热门地，体现公园城市的开放共享特质。,1.5,武侯区
570,府河北公园,-,风景名胜,河滨路688号,104.088148,30.610473,4.1,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放，全天可游。建议清晨或傍晚散步1小时，河岸步道整洁。周边有社区，注意保持安静。,府河北公园位于锦江区府河段，依托河道打造滨水绿廊，为城市居民提供亲水空间，反映成都治水与宜居结合。,1.0,锦江区
571,银湖体育公园,-,风景名胜,盛锦一街,104.065225,30.560898,4.2,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放，全天可游。建议下午游览2小时，体育设施丰富，适合运动爱好者。部分球场可能需预约，请提前查询。,银湖体育公园以体育健身为主题，结合湖景与运动场地，是成都推动全民健身与公园城市融合的示范项目。,2.5,武侯区
572,白鹭湾湿地公园观景台,-,风景名胜,聚宝路白鹭湾湿地公园(西侧),104.130861,30.567865,4.3,0,"{""open"":""全天""}",风景名胜;风景名胜;观景点,免费开放，全天可游。建议清晨或傍晚观鸟摄影，游览1-2小时。湿地栈道湿滑，穿防滑鞋，勿投喂野生动物。,白鹭湾湿地公园是成都中心城区最大湿地，观景台可远眺白鹭群栖，体现成都生态保护与城市湿地修复成就。,1.0,锦江区
573,纸鸢草坪,-,风景名胜,蜀郡园内(北侧),104.063386,30.530419,4.2,0,"{""open"":""全天""}",风景名胜;风景名胜;风景名胜,免费开放，全天可游。建议春秋季下午游览1小时，草坪开阔适合放风筝、野餐。注意保持卫生，无垃圾桶处垃圾带走。,纸鸢草坪以放风筝传统活动为名，是城市公园中的开放草坪区，承载成都人亲近自然、亲子休闲的日常记忆。,1.5,武侯区
574,成都市东部副中心市政景观公园,-,风景名胜,成都市东部副中心,104.143142,30.601621,4.1,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放，适合傍晚散步或周末野餐。游览约1-2小时，注意夏季蚊虫较多，建议携带驱蚊水。,作为成都东部副中心的城市绿肺，体现现代新城规划与生态休闲结合的理念，是周边居民日常休闲的重要场所。,2.0,锦江区
575,卓锦广场,-,风景名胜,卓锦城斜对面,104.136101,30.597198,4.0,0,"{""open"":""全天""}",风景名胜;公园广场;公园,开放式商业广场，建议傍晚前往，灯光夜景佳。游览时长约1小时，免费进入，周边餐饮购物便利。,卓锦广场是锦江区新兴商业休闲地标，融合购物、餐饮与景观功能，反映成都城南国际化社区的生活氛围。,0.8,锦江区
576,锦江区无人机主题公园,-,体育休闲服务,幸福路163号江家艺苑,104.123412,30.576751,4.0,0,"{""open"":""全天""}",体育休闲服务;体育休闲服务场所;体育休闲服务场所,适合亲子或航拍爱好者，建议天气晴朗时前往。游览约1小时，免费开放，注意无人机飞行需遵守当地法规。,成都首个以无人机为主题的公园，展示低空经济与科技体育融合，体现城市对新兴科技教育和休闲方式的探索。,2.0,锦江区
577,南郊公园,-,风景名胜,武侯祠大街231号武侯祠景区内,104.046043,30.6449,4.2,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费入园，建议上午或傍晚游览，时长1-2小时。园内植被茂密，注意防蚊，可结合武侯祠一同游览。,南郊公园原为民国时期川军将领刘湘墓园，后改为公园，融合历史纪念与园林景观，是武侯区重要的老牌绿地。,2.0,武侯区
578,经天公园,-,风景名胜,皇经嘉苑附近,104.103628,30.596998,4.0,0,"{""open"":""全天""}",风景名胜;公园广场;公园,社区公园，免费开放，适合晨练或午后散步。游览约40分钟，设施较基础，建议自带饮用水。,经天公园是锦江区典型的社区绿地，服务周边居民日常健身与休憩，体现成都“公园城市”理念在基层的实践。,1.0,锦江区
579,梅园,-,风景名胜,蓝天路3号附5号旁(芳草街地铁站D口步行270米),104.054766,30.62762,4.0,0,"{""open"":""全天""}",风景名胜;公园广场;公园,春季梅花盛开时最佳，免费入园。游览约1小时，注意园内道路较窄，雨天湿滑，建议穿防滑鞋。,梅园以梅花为主题，是武侯区赏梅胜地，春季花景吸引众多摄影爱好者，承载成都人踏青赏花的传统习俗。,1.5,武侯区
580,应龙体育公园(建设中),-,风景名胜,蓉遵高速与吉龙路交叉路口东北侧,104.110371,30.539927,3.8,0,"{""open"":""全天""}",风景名胜;公园广场;公园,建设中，暂不建议前往。开放时间未定，可关注官方公告。若周边路过，可远观，注意施工安全。,应龙体育公园为双流区新建的体育休闲设施，建成后将填补区域运动公园空白，体现城市对全民健身的重视。,2.0,双流区
581,河滨·拾光公园,-,风景名胜,南湖北路,104.040632,30.507465,4.1,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放，适合傍晚散步或亲子活动。游览约1小时，靠近河滨注意安全，夏季注意防晒补水。,河滨·拾光公园依托河流生态打造，融合亲水景观与休闲步道，是双流区提升滨水空间品质的代表性项目。,1.5,双流区
582,双祥绿地公园,-,风景名胜,盛安街910号,104.037342,30.55903,4.0,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费社区公园，建议早晨或傍晚前往，游览约40分钟。设施较新，适合带孩子玩耍，注意看管儿童。,双祥绿地公园是武侯区新建的居住区配套绿地，强调生态与社区融合，为周边居民提供近距离自然休憩空间。,1.0,武侯区
583,标本博物馆荒石公园,-,风景名胜,成都高新区天府二街777号大源中央公园(西北角),104.047523,30.55041,4.3,0,"{""open"":""全天""}",风景名胜;公园广场;公园,建议参观前查询开放时间，门票以现场为准。游览约1.5小时，适合自然爱好者，注意保持安静勿触碰标本。,荒石公园巧妙结合标本博物馆与园林景观，展示生物多样性，兼具科普教育功能，是成都小众的自然文化体验地。,2.0,武侯区
584,碳中和红领巾主题公园,-,风景名胜,中和三街与润和路交叉口东南40米,104.098839,30.544214,4.0,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放，适合亲子研学。游览约1小时，建议提前了解活动安排，夏季注意防晒，园内绿植较多防蚊虫。,以碳中和为主题的特色公园，通过互动装置和景观设计普及低碳环保理念，是成都青少年环境教育基地。,1.0,双流区
585,盛泰社区文化主题公园,-,风景名胜,泰和二街与诚通路交叉口西北20米,104.057448,30.600458,4.0,0,"{""open"":""全天""}",风景名胜;公园广场;公园,社区文化公园，免费开放，适合日常休闲。游览约40分钟，可结合周边社区活动，注意遵守公共秩序。,盛泰社区文化主题公园以社区文化为核心，常举办居民活动，是基层公共文化服务与社区凝聚力的重要载体。,1.0,武侯区
586,中和湿地公园-叠翠台,-,风景名胜,朝阳横街北50米中和湿地公园内(东侧),104.105777,30.564158,4.2,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,免费开放，建议清晨或傍晚前往，光线好适合拍照。游览约1小时，湿地蚊虫多，务必携带驱蚊用品。,中和湿地公园叠翠台是双流区生态湿地景观的一部分，体现城市湿地保护与休闲游憩结合，四季景色各异。,1.5,双流区
587,成都高新区消防主题公园,-,风景名胜,盛源街与荣华南路交叉口东南20米,104.044075,30.544375,4.1,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放，适合亲子安全教育。游览约1小时，建议避开午间高温，园内消防设施模型可互动，注意看护儿童。,高新区消防主题公园将消防知识融入景观设计，通过趣味展示提升公众防火意识，是寓教于乐的特色主题公园。,1.0,武侯区
588,望江楼公园-翠竹长廊,-,风景名胜,望江路30号望江楼公园内(北侧),104.092739,30.632024,4.4,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,望江楼公园免费，翠竹长廊建议上午游览，光线透过竹林最美。游览约1小时，注意竹林蚊虫多，穿长裤更佳。,翠竹长廊位于望江楼公园内，以竹类景观闻名，纪念唐代女诗人薛涛，竹文化深厚，是成都古典园林的代表地。,1.5,武侯区
589,新川儿童公园,-,风景名胜,高新区新川公园东区以东(新川路地铁站A口步行190米),104.098359,30.515256,4.2,0,"{""open"":""全天""}",风景名胜;公园广场;公园,适合亲子游玩，建议上午9-11点或下午4-6点前往，避开正午高温。免费开放，游玩约2小时，备好防晒和饮用水。,位于双流区新川创新科技园内，是成都新兴的社区儿童公园，设计注重自然与游乐融合，体现产城人一体化发展理念。,1.5,双流区
590,汇尚公园东区,-,风景名胜,吉庆五路与吉瑞一路交叉口东100米,104.067582,30.558875,4.0,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,免费开放，建议傍晚散步，时长1-2小时。公园内绿道平缓，适合休闲跑步，注意夏季蚊虫较多。,武侯区高密度城区中的社区公园，以生态绿化和居民休闲为主，展现成都公园城市建设的基层实践。,1.0,武侯区
591,银杏园,-,风景名胜,川大望江校区地铁站B口步行290米,104.074252,30.627063,4.1,0,"{""open"":""全天""}",风景名胜;公园广场;公园,秋季（10-11月）银杏金黄时最佳，免费入园，建议游览1小时。拍照注意安全，勿踩踏草坪。,成都人钟爱的秋日赏叶地之一，虽规模不大，但银杏树集中，是成都“市树”文化在日常生活中的体现。,1.0,武侯区
592,红牌楼市政公园,-,风景名胜,红牌楼路与永顺路交汇处西南角,104.023694,30.635251,4.0,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放，全天可游，建议晨练或傍晚散步，时长1小时。园内有健身设施，注意儿童游乐区安全。,红牌楼为成都古地名，源自明代蜀王府的红色牌楼，现为市政公园，承载着老成都的历史记忆与现代社区生活。,1.0,武侯区
593,新华社区运动公园,-,风景名胜,应龙路陆肖社区运动公园,104.092967,30.533588,4.2,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放，适合运动爱好者，建议傍晚6-8点前往。有篮球场、跑道等设施，注意运动前热身。,双流区近年新建的社区运动公园，响应全民健身号召，体现成都“15分钟健身圈”的社区规划理念。,1.5,双流区
594,府河西公园,-,风景名胜,步云巷492号,104.089502,30.608392,4.0,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放，沿府河而建，建议清晨或黄昏散步，时长1-1.5小时。雨季注意河岸湿滑，勿靠近水边。,府河是成都母亲河之一，公园依托河岸生态带而建，融合防洪、景观与休闲功能，展现成都水文化。,1.0,锦江区
595,桂溪生态公园东区-观景台,-,风景名胜,世纪城东路9号桂溪生态公园东区内(西侧),104.071293,30.563693,4.3,0,"{""open"":""全天""}",风景名胜;风景名胜;观景点,观景台免费，建议日落前1小时前往，可俯瞰桂溪生态公园全景，游览约1小时。注意防晒和携带相机。,桂溪生态公园是成都环城生态带重要节点，观景台提供城市绿肺的俯瞰视角，展现公园城市天际线。,0.5,武侯区
596,锦江公园,-,风景名胜,临江西路与大悲巷交叉口东北80米,104.063198,30.647174,4.2,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放，全天适宜，建议傍晚沿江边步道散步，时长2小时。可结合周边商圈用餐，注意保管财物。,锦江古称“解玉溪”，是成都千年水脉。锦江公园串联城市滨水空间，是成都历史与现代交汇的文旅走廊。,2.0,锦江区
597,樱之谷,-,风景名胜,高新区天府二街777号大源中央公园内(南侧),104.049114,30.548412,4.0,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,樱花季（3-4月）最佳，免费开放，建议上午前往避开人流，游览1-2小时。花期短，建议提前查花期。,以樱花为主题的社区公园，春季樱花盛开时吸引市民打卡，体现成都人对季节美景的浪漫生活追求。,1.5,武侯区
598,珠江路臻心公园,-,风景名胜,临港路五段250号,104.006321,30.571514,4.0,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放，适合周边居民散步，建议傍晚前往，时长1小时。园内座椅较多，适合休憩。,位于双流区珠江路沿线，为新建社区配套公园，体现成都以“小游园、微绿地”提升居住品质的规划思路。,1.0,双流区
599,玉东园,-,风景名胜,玉林东街50号(倪家桥地铁站E口步行470米),104.062914,30.628167,4.1,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放，小而精致，建议顺路游览，时长30分钟。适合拍照，注意保持安静，尊重周边居民。,武侯区街头绿地公园，名字取“玉林东苑”之意，反映成都老社区改造中见缝插绿、美化街区的努力。,1.0,武侯区
600,南湖公园湿地公园,-,风景名胜,天府新区华阳街道南湖北路与南湖东路交叉路口东北角,104.046008,30.502653,4.3,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放，建议春秋季全天游览，湿地步道约2-3小时。蚊虫较多，备驱蚊液，禁止垂钓和投喂水鸟。,南湖公园是成都大型湿地公园，融合湖泊、湿地与欧洲建筑风格，是成都生态修复与休闲旅游结合的典范。,2.5,双流区
601,锦城公园-水声杏色,-,风景名胜,益州大道北段1666号锦城公园内(东侧),104.056316,30.569886,4.2,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,免费开放，秋季银杏叶黄时最美，建议下午游览，时长1-2小时。公园较大，穿舒适鞋子，注意防晒。,锦城公园是成都环城生态区核心公园，“水声杏色”为其中特色景观节点，体现水生态与季节植被的融合。,1.5,武侯区
602,和贵·滨河公园,-,风景名胜,锦华路江安河桥旁,103.988146,30.565286,4.0,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放，滨河步道适合骑行或跑步，建议清晨或傍晚，时长1-2小时。注意河岸护栏，雨天路滑。,双流区依托江安河支流打造的滨水公园，强调“和贵”社区理念，是成都水岸宜居环境的缩影。,1.5,双流区
603,久居福运动公园,-,风景名胜,临港路一段,103.985571,30.565957,4.1,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放，运动设施齐全，建议傍晚6-9点使用，时长1-2小时。足球场等热门场地可能需预约。,“久居福”寓意长久居住的幸福感，公园以运动为主题，是双流区提升居民生活质量的社区公共空间。,2.0,双流区
604,新川之心公园东区运动公园,-,风景名胜,新川之心公园东区内(东侧),104.097828,30.512392,4.2,0,"{""open"":""全天""}",风景名胜;公园广场;公园,全天开放，免费入场。适合傍晚或周末运动，避开正午烈日。园内有跑道、球场，建议自备饮水，夏季注意防晒。,新川之心公园是中新合作打造的高新南区生态地标，东区运动公园主打全民健身理念，体现产城融合与绿色生活新风尚。,2.0,双流区
605,紫瑞公园,-,风景名胜,紫瑞北街5号对面(神仙树地铁站A口步行380米),104.043851,30.611979,4.0,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费社区公园，24小时开放。适合早晚散步、晨练，游玩约1小时。周边有居民区，注意文明游园，勿大声喧哗。,紫瑞公园为武侯区典型社区绿肺，以紫薇花为特色，承载周边居民日常休闲，体现成都“公园城市”微空间理念。,1.0,武侯区
606,高攀小游园,-,体育休闲服务,高攀路与高翔西路交叉口东南60米,104.081529,30.610065,3.9,0,"{""open"":""全天""}",体育休闲服务;娱乐场所;娱乐场所,免费开放，适合周边居民晨练、遛娃。建议上午或傍晚前往，游玩半小时至1小时。设施较基础，无专人管理，注意安全。,高攀小游园是武侯区街头微型体育休闲空间，利用城市边角地带建设，展现成都见缝插绿、全民健身的社区营造模式。,1.5,武侯区
607,双流三江公园(建设中),-,风景名胜,柏顺路,104.021189,30.511527,4.0,0,"{""open"":""全天""}",风景名胜;风景名胜;风景名胜,目前建设中，暂未完全开放。建议关注官方通知，预计建成后免费开放。勿擅自进入施工区域，安全第一。,双流三江公园规划依托三江河岸生态带，未来将成为双流区集滨水景观、休闲运动于一体的综合性公园，体现水城共融理念。,1.0,双流区
608,东篱菊园-紫石院,-,风景名胜,驸江路与赏菊路交叉口西南260米,104.140297,30.575899,4.1,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,位于三圣乡花乡农居内，免费进入。春秋菊花盛花期最美，游玩约1-2小时。建议自驾或骑行，周末人多，早去为宜。,东篱菊园取意陶渊明“采菊东篱下”，是锦江区三圣花乡“五朵金花”之一，以菊花种植和农家休闲闻名，展现川西田园文化。,1.5,锦江区
609,银杏廊,-,风景名胜,高新区天府二街777号大源中央公园内(东侧),104.051256,30.548756,4.0,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,免费开放式景观廊道，全天可游览。秋季银杏金黄时最佳，拍照约半小时。位于街道旁，注意来往车辆，勿滞留路中。,银杏廊是武侯区街道绿化景观，以银杏树阵构成金色长廊，深秋落叶如毯，是成都人赏秋、打卡的城市微景观代表。,1.5,武侯区
610,思蜀园,-,风景名胜,滨江东路,104.083879,30.645191,4.2,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放，全天可游。适合春日踏青、秋日赏桂，游玩约1小时。园内有纪念性雕塑，可静心游览，注意保护环境。,思蜀园位于锦江区，园名取自“乐不思蜀”典故，以三国蜀汉文化为主题，通过园林造景唤起人们对成都历史文脉的记忆。,1.0,锦江区
611,大观堰公园,-,风景名胜,锦绣大道3557号,104.130417,30.615764,4.1,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放，全天可游。适合清晨或黄昏散步，游玩约1小时。湖边注意安全，勿戏水；夏季蚊虫多，建议携带驱蚊液。,大观堰公园依托历史灌溉水系“大观堰”而建，是锦江区保留水乡记忆的生态湖泊公园，兼具蓄水与休闲功能，体现川西林盘意境。,1.5,锦江区
612,东站绿轴公园,-,风景名胜,沱江路与九寨沟路交叉口西北80米,104.13197,30.63216,4.3,0,"{""open"":""全天""}",风景名胜;公园广场;公园,免费开放，全天可游。适合傍晚散步、遛狗，游玩约1小时。紧邻成都东站，可结合候车时间游览，注意列车班次时间。,东站绿轴公园建于成都东客站上盖，是“高铁+公园”创新设计，将交通枢纽与城市绿廊结合，展示成都现代化门户形象。,1.5,成华区
613,幸福梅林-梅园,-,风景名胜,锦江大道幸福梅林内(南侧),104.136109,30.583376,4.2,0,"{""open"":""全天""}",风景名胜;风景名胜相关;旅游景点,免费进入，梅花花期1-2月最佳。适合早春赏梅、摄影，游玩约1-2小时。三圣乡内交通易拥堵，建议地铁+共享单车。,幸福梅林是锦江区三圣花乡“五朵金花”之一，以梅花种植闻名，冬季梅花盛开时香雪成海，是成都人传统踏青赏梅之地。,2.0,锦江区
